0 Notification: 10.0.0.1 (n.leader), 11.0.0.1 (n.zxid), 12.0.0.1 (n.round), LOOKING (n.state), 13.0.0.1 (n.sid), 14.0.0.1 (n.peerEPoch), LEADING (my state)
1101 Follower sid: 10.0.0.7 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.7
1102 Follower sid: 10.0.0.7 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.7
1103 Follower sid: 10.0.0.8 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.8
1104 Follower sid: 10.0.0.8 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.8
1105 Follower sid: 10.0.0.9 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.9
1106 Follower sid: 10.0.0.9 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.9
1107 Follower sid: 10.0.0.10 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.10
1108 Follower sid: 10.0.0.10 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.10
1109 Follower sid: 10.0.0.11 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.11
1110 Follower sid: 10.0.0.11 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.11
1111 Follower sid: 10.0.0.12 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.12
1112 Follower sid: 10.0.0.12 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.12
1113 Follower sid: 10.0.0.13 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.13
1114 Follower sid: 10.0.0.13 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.13
1115 Follower sid: 10.0.0.14 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.14
1116 Follower sid: 10.0.0.14 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.14
1117 Follower sid: 10.0.0.15 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.15
1118 Follower sid: 10.0.0.15 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.15
1119 Follower sid: 10.0.0.16 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.16
1120 Follower sid: 10.0.0.16 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.16
1121 Follower sid: 10.0.0.17 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.17
1122 Follower sid: 10.0.0.17 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.17
1123 Follower sid: 10.0.0.18 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.18
1124 Follower sid: 10.0.0.18 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.18
1125 Follower sid: 10.0.0.19 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.19
1126 Follower sid: 10.0.0.19 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.19
1127 Follower sid: 10.0.0.20 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.20
1128 Follower sid: 10.0.0.21 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.21
1129 Follower sid: 10.0.0.22 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.22
1130 Follower sid: 10.0.0.23 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.23
1131 Follower sid: 10.0.0.24 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.24
1132 Follower sid: 10.0.0.25 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.25
1133 Follower sid: 10.0.0.26 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.26
1134 Follower sid: 10.0.0.27 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.27
1135 Follower sid: 10.0.0.28 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.28
1136 Follower sid: 10.0.0.29 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.29
1137 Follower sid: 10.0.0.30 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.30
1138 Follower sid: 10.0.0.31 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.31
1139 Follower sid: 10.0.0.32 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.32
1140 Follower sid: 10.0.0.33 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.33
1141 Follower sid: 10.0.0.34 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.34
1142 Follower sid: 10.0.0.35 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.35
1143 Follower sid: 10.0.0.36 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.36
1144 Follower sid: 10.0.0.37 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.37
1145 Follower sid: 10.0.0.38 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.38
1146 Follower sid: 10.0.0.39 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.39
1147 Follower sid: 10.0.0.40 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.40
1148 Follower sid: 10.0.0.41 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.41
1149 Follower sid: 10.0.0.42 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.42
1150 Follower sid: 10.0.0.43 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.43
1151 Follower sid: 10.0.0.44 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@11.0.0.44
1152 Connection request from old client 10.0.0.1:11.0.0.1; will be dropped if server is in r-o mode
1153 Connection request from old client 10.0.0.1:11.0.0.1; will be dropped if server is in r-o mode
1154 Connection request from old client 10.0.0.1:11.0.0.1; will be dropped if server is in r-o mode
1155 Connection request from old client 10.0.0.2:11.0.0.2; will be dropped if server is in r-o mode
1156 Connection request from old client 10.0.0.2:11.0.0.2; will be dropped if server is in r-o mode
1157 Connection request from old client 10.0.0.3:11.0.0.3; will be dropped if server is in r-o mode
1158 Connection request from old client 10.0.0.3:11.0.0.3; will be dropped if server is in r-o mode
1159 Connection request from old client 10.0.0.4:11.0.0.4; will be dropped if server is in r-o mode
1160 Connection request from old client 10.0.0.4:11.0.0.4; will be dropped if server is in r-o mode
1161 Connection request from old client 10.0.0.5:11.0.0.5; will be dropped if server is in r-o mode
1162 Connection request from old client 10.0.0.5:11.0.0.5; will be dropped if server is in r-o mode
1163 Connection request from old client 10.0.0.6:11.0.0.6; will be dropped if server is in r-o mode
1164 Connection request from old client 10.0.0.6:11.0.0.6; will be dropped if server is in r-o mode
1165 Connection request from old client 10.0.0.7:11.0.0.7; will be dropped if server is in r-o mode
1166 Connection request from old client 10.0.0.7:11.0.0.7; will be dropped if server is in r-o mode
1167 Connection request from old client 10.0.0.8:11.0.0.8; will be dropped if server is in r-o mode
1168 Connection request from old client 10.0.0.8:11.0.0.8; will be dropped if server is in r-o mode
1169 Connection request from old client 10.0.0.9:11.0.0.9; will be dropped if server is in r-o mode
1170 Connection request from old client 10.0.0.9:11.0.0.9; will be dropped if server is in r-o mode
1171 Connection request from old client 10.0.0.10:11.0.0.10; will be dropped if server is in r-o mode
1172 Connection request from old client 10.0.0.10:11.0.0.10; will be dropped if server is in r-o mode
1173 Connection request from old client 10.0.0.11:11.0.0.11; will be dropped if server is in r-o mode
1174 Connection request from old client 10.0.0.11:11.0.0.11; will be dropped if server is in r-o mode
1175 Connection request from old client 10.0.0.12:11.0.0.12; will be dropped if server is in r-o mode
1176 Connection request from old client 10.0.0.12:11.0.0.12; will be dropped if server is in r-o mode
1177 Connection request from old client 10.0.0.13:11.0.0.13; will be dropped if server is in r-o mode
1178 Connection request from old client 10.0.0.13:11.0.0.13; will be dropped if server is in r-o mode
1179 Connection request from old client 10.0.0.14:11.0.0.14; will be dropped if server is in r-o mode
1180 Connection request from old client 10.0.0.14:11.0.0.14; will be dropped if server is in r-o mode
1181 Connection request from old client 10.0.0.15:11.0.0.15; will be dropped if server is in r-o mode
1182 Connection request from old client 10.0.0.15:11.0.0.15; will be dropped if server is in r-o mode
1183 Connection request from old client 10.0.0.16:11.0.0.16; will be dropped if server is in r-o mode
1184 Connection request from old client 10.0.0.16:11.0.0.16; will be dropped if server is in r-o mode
1185 Connection request from old client 10.0.0.17:11.0.0.17; will be dropped if server is in r-o mode
1186 Connection request from old client 10.0.0.17:11.0.0.17; will be dropped if server is in r-o mode
1187 Connection request from old client 10.0.0.18:11.0.0.18; will be dropped if server is in r-o mode
1188 Connection request from old client 10.0.0.18:11.0.0.18; will be dropped if server is in r-o mode
1189 Connection request from old client 10.0.0.19:11.0.0.19; will be dropped if server is in r-o mode
1190 Connection request from old client 10.0.0.19:11.0.0.19; will be dropped if server is in r-o mode
1191 Connection request from old client 10.0.0.20:11.0.0.20; will be dropped if server is in r-o mode
1192 Connection request from old client 10.0.0.21:11.0.0.21; will be dropped if server is in r-o mode
1193 Connection request from old client 10.0.0.22:11.0.0.22; will be dropped if server is in r-o mode
1194 Connection request from old client 10.0.0.23:11.0.0.23; will be dropped if server is in r-o mode
1195 Connection request from old client 10.0.0.24:11.0.0.24; will be dropped if server is in r-o mode
1196 Connection request from old client 10.0.0.25:11.0.0.25; will be dropped if server is in r-o mode
1197 Connection request from old client 10.0.0.26:11.0.0.26; will be dropped if server is in r-o mode
1198 Connection request from old client 10.0.0.27:11.0.0.27; will be dropped if server is in r-o mode
1199 Connection request from old client 10.0.0.28:11.0.0.28; will be dropped if server is in r-o mode
1200 Connection request from old client 10.0.0.29:11.0.0.29; will be dropped if server is in r-o mode
1201 Connection request from old client 10.0.0.30:11.0.0.30; will be dropped if server is in r-o mode
1202 Connection request from old client 10.0.0.31:11.0.0.31; will be dropped if server is in r-o mode
1203 Connection request from old client 10.0.0.32:11.0.0.32; will be dropped if server is in r-o mode
1204 Connection request from old client 10.0.0.33:11.0.0.33; will be dropped if server is in r-o mode
1205 Connection request from old client 10.0.0.34:11.0.0.34; will be dropped if server is in r-o mode
1206 Connection request from old client 10.0.0.35:11.0.0.35; will be dropped if server is in r-o mode
1207 Connection request from old client 10.0.0.36:11.0.0.36; will be dropped if server is in r-o mode
1208 Connection request from old client 10.0.0.37:11.0.0.37; will be dropped if server is in r-o mode
1209 Connection request from old client 10.0.0.38:11.0.0.38; will be dropped if server is in r-o mode
1210 Connection request from old client 10.0.0.39:11.0.0.39; will be dropped if server is in r-o mode
1211 Connection request from old client 10.0.0.40:11.0.0.40; will be dropped if server is in r-o mode
1212 Connection request from old client 10.0.0.41:11.0.0.41; will be dropped if server is in r-o mode
1213 Connection request from old client 10.0.0.42:11.0.0.42; will be dropped if server is in r-o mode
1214 Connection request from old client 10.0.0.43:11.0.0.43; will be dropped if server is in r-o mode
1215 Connection request from old client 10.0.0.44:11.0.0.44; will be dropped if server is in r-o mode
1216 Have smaller server identifier, so dropping the connection: (10.0.0.1, 11.0.0.1)
1217 Have smaller server identifier, so dropping the connection: (10.0.0.1, 11.0.0.1)
1218 Have smaller server identifier, so dropping the connection: (10.0.0.1, 11.0.0.1)
1219 Have smaller server identifier, so dropping the connection: (10.0.0.2, 11.0.0.2)
1220 Have smaller server identifier, so dropping the connection: (10.0.0.2, 11.0.0.2)
1221 Have smaller server identifier, so dropping the connection: (10.0.0.3, 11.0.0.3)
1222 Have smaller server identifier, so dropping the connection: (10.0.0.3, 11.0.0.3)
1223 Have smaller server identifier, so dropping the connection: (10.0.0.4, 11.0.0.4)
1224 Have smaller server identifier, so dropping the connection: (10.0.0.4, 11.0.0.4)
1225 Have smaller server identifier, so dropping the connection: (10.0.0.5, 11.0.0.5)
1226 Have smaller server identifier, so dropping the connection: (10.0.0.5, 11.0.0.5)
1227 Have smaller server identifier, so dropping the connection: (10.0.0.6, 11.0.0.6)
1228 Have smaller server identifier, so dropping the connection: (10.0.0.6, 11.0.0.6)
1229 Have smaller server identifier, so dropping the connection: (10.0.0.7, 11.0.0.7)
1230 Have smaller server identifier, so dropping the connection: (10.0.0.7, 11.0.0.7)
1231 Have smaller server identifier, so dropping the connection: (10.0.0.8, 11.0.0.8)
1232 Have smaller server identifier, so dropping the connection: (10.0.0.8, 11.0.0.8)
1233 Have smaller server identifier, so dropping the connection: (10.0.0.9, 11.0.0.9)
1234 Have smaller server identifier, so dropping the connection: (10.0.0.9, 11.0.0.9)
1235 Have smaller server identifier, so dropping the connection: (10.0.0.10, 11.0.0.10)
1236 Have smaller server identifier, so dropping the connection: (10.0.0.10, 11.0.0.10)
1237 Have smaller server identifier, so dropping the connection: (10.0.0.11, 11.0.0.11)
1238 Have smaller server identifier, so dropping the connection: (10.0.0.11, 11.0.0.11)
1239 Have smaller server identifier, so dropping the connection: (10.0.0.12, 11.0.0.12)
1240 Have smaller server identifier, so dropping the connection: (10.0.0.12, 11.0.0.12)
1241 Have smaller server identifier, so dropping the connection: (10.0.0.13, 11.0.0.13)
1242 Have smaller server identifier, so dropping the connection: (10.0.0.13, 11.0.0.13)
1243 Have smaller server identifier, so dropping the connection: (10.0.0.14, 11.0.0.14)
1244 Have smaller server identifier, so dropping the connection: (10.0.0.14, 11.0.0.14)
1245 Have smaller server identifier, so dropping the connection: (10.0.0.15, 11.0.0.15)
1246 Have smaller server identifier, so dropping the connection: (10.0.0.15, 11.0.0.15)
1247 Have smaller server identifier, so dropping the connection: (10.0.0.16, 11.0.0.16)
1248 Have smaller server identifier, so dropping the connection: (10.0.0.16, 11.0.0.16)
1249 Have smaller server identifier, so dropping the connection: (10.0.0.17, 11.0.0.17)
1250 Have smaller server identifier, so dropping the connection: (10.0.0.17, 11.0.0.17)
1251 Have smaller server identifier, so dropping the connection: (10.0.0.18, 11.0.0.18)
1252 Have smaller server identifier, so dropping the connection: (10.0.0.18, 11.0.0.18)
1253 Have smaller server identifier, so dropping the connection: (10.0.0.19, 11.0.0.19)
1254 Have smaller server identifier, so dropping the connection: (10.0.0.19, 11.0.0.19)
1255 Have smaller server identifier, so dropping the connection: (10.0.0.20, 11.0.0.20)
1256 Have smaller server identifier, so dropping the connection: (10.0.0.21, 11.0.0.21)
1257 Have smaller server identifier, so dropping the connection: (10.0.0.22, 11.0.0.22)
1258 Have smaller server identifier, so dropping the connection: (10.0.0.23, 11.0.0.23)
1259 Have smaller server identifier, so dropping the connection: (10.0.0.24, 11.0.0.24)
1260 Have smaller server identifier, so dropping the connection: (10.0.0.25, 11.0.0.25)
1261 Have smaller server identifier, so dropping the connection: (10.0.0.26, 11.0.0.26)
1262 Have smaller server identifier, so dropping the connection: (10.0.0.27, 11.0.0.27)
1263 Have smaller server identifier, so dropping the connection: (10.0.0.28, 11.0.0.28)
1264 Have smaller server identifier, so dropping the connection: (10.0.0.29, 11.0.0.29)
1265 Have smaller server identifier, so dropping the connection: (10.0.0.30, 11.0.0.30)
1266 Have smaller server identifier, so dropping the connection: (10.0.0.31, 11.0.0.31)
1267 Have smaller server identifier, so dropping the connection: (10.0.0.32, 11.0.0.32)
1268 Have smaller server identifier, so dropping the connection: (10.0.0.33, 11.0.0.33)
1269 Have smaller server identifier, so dropping the connection: (10.0.0.34, 11.0.0.34)
1270 Have smaller server identifier, so dropping the connection: (10.0.0.35, 11.0.0.35)
1271 Have smaller server identifier, so dropping the connection: (10.0.0.36, 11.0.0.36)
1272 Have smaller server identifier, so dropping the connection: (10.0.0.37, 11.0.0.37)
1273 Have smaller server identifier, so dropping the connection: (10.0.0.38, 11.0.0.38)
1274 Have smaller server identifier, so dropping the connection: (10.0.0.39, 11.0.0.39)
1275 Have smaller server identifier, so dropping the connection: (10.0.0.40, 11.0.0.40)
1276 Have smaller server identifier, so dropping the connection: (10.0.0.41, 11.0.0.41)
1277 Have smaller server identifier, so dropping the connection: (10.0.0.42, 11.0.0.42)
1278 Have smaller server identifier, so dropping the connection: (10.0.0.43, 11.0.0.43)
1279 Have smaller server identifier, so dropping the connection: (10.0.0.44, 11.0.0.44)
1280 Accepted socket connection from 10.0.0.1:11.0.0.1
1281 Accepted socket connection from 10.0.0.1:11.0.0.1
1282 Accepted socket connection from 10.0.0.1:11.0.0.1
1283 Accepted socket connection from 10.0.0.2:11.0.0.2
1284 Accepted socket connection from 10.0.0.2:11.0.0.2
1285 Accepted socket connection from 10.0.0.3:11.0.0.3
1286 Accepted socket connection from 10.0.0.3:11.0.0.3
1287 Accepted socket connection from 10.0.0.4:11.0.0.4
1288 Accepted socket connection from 10.0.0.4:11.0.0.4
1289 Accepted socket connection from 10.0.0.5:11.0.0.5
1290 Accepted socket connection from 10.0.0.5:11.0.0.5
1291 Accepted socket connection from 10.0.0.6:11.0.0.6
1292 Accepted socket connection from 10.0.0.6:11.0.0.6
1293 Accepted socket connection from 10.0.0.7:11.0.0.7
1294 Accepted socket connection from 10.0.0.7:11.0.0.7
1295 Accepted socket connection from 10.0.0.8:11.0.0.8
1296 Accepted socket connection from 10.0.0.8:11.0.0.8
1297 Accepted socket connection from 10.0.0.9:11.0.0.9
1298 Accepted socket connection from 10.0.0.9:11.0.0.9
1299 Accepted socket connection from 10.0.0.10:11.0.0.10
1300 Accepted socket connection from 10.0.0.10:11.0.0.10
1301 Accepted socket connection from 10.0.0.11:11.0.0.11
1302 Accepted socket connection from 10.0.0.11:11.0.0.11
1303 Accepted socket connection from 10.0.0.12:11.0.0.12
1304 Accepted socket connection from 10.0.0.12:11.0.0.12
1305 Accepted socket connection from 10.0.0.13:11.0.0.13
1306 Accepted socket connection from 10.0.0.13:11.0.0.13
1307 Accepted socket connection from 10.0.0.14:11.0.0.14
1308 Accepted socket connection from 10.0.0.14:11.0.0.14
1309 Accepted socket connection from 10.0.0.15:11.0.0.15
1310 Accepted socket connection from 10.0.0.15:11.0.0.15
1311 Accepted socket connection from 10.0.0.16:11.0.0.16
1312 Accepted socket connection from 10.0.0.16:11.0.0.16
1313 Accepted socket connection from 10.0.0.17:11.0.0.17
1314 Accepted socket connection from 10.0.0.17:11.0.0.17
1315 Accepted socket connection from 10.0.0.18:11.0.0.18
1316 Accepted socket connection from 10.0.0.18:11.0.0.18
1317 Accepted socket connection from 10.0.0.19:11.0.0.19
1318 Accepted socket connection from 10.0.0.19:11.0.0.19
1319 Accepted socket connection from 10.0.0.20:11.0.0.20
1320 Accepted socket connection from 10.0.0.21:11.0.0.21
1321 Accepted socket connection from 10.0.0.22:11.0.0.22
1322 Accepted socket connection from 10.0.0.23:11.0.0.23
1323 Accepted socket connection from 10.0.0.24:11.0.0.24
1324 Accepted socket connection from 10.0.0.25:11.0.0.25
1325 Accepted socket connection from 10.0.0.26:11.0.0.26
1326 Accepted socket connection from 10.0.0.27:11.0.0.27
1327 Accepted socket connection from 10.0.0.28:11.0.0.28
1328 Accepted socket connection from 10.0.0.29:11.0.0.29
1329 Accepted socket connection from 10.0.0.30:11.0.0.30
1330 Accepted socket connection from 10.0.0.31:11.0.0.31
1331 Accepted socket connection from 10.0.0.32:11.0.0.32
1332 Accepted socket connection from 10.0.0.33:11.0.0.33
1333 Accepted socket connection from 10.0.0.34:11.0.0.34
1334 Accepted socket connection from 10.0.0.35:11.0.0.35
1335 Accepted socket connection from 10.0.0.36:11.0.0.36
1336 Accepted socket connection from 10.0.0.37:11.0.0.37
1337 Accepted socket connection from 10.0.0.38:11.0.0.38
1338 Accepted socket connection from 10.0.0.39:11.0.0.39
1339 Accepted socket connection from 10.0.0.40:11.0.0.40
1340 Accepted socket connection from 10.0.0.41:11.0.0.41
1341 Accepted socket connection from 10.0.0.42:11.0.0.42
1342 Accepted socket connection from 10.0.0.43:11.0.0.43
1343 Accepted socket connection from 10.0.0.44:11.0.0.44
1344 My election bind port: 10.0.0.1/11.0.0.1:12.0.0.1
1345 My election bind port: 10.0.0.1/11.0.0.1:12.0.0.1
1346 My election bind port: 10.0.0.1/11.0.0.1:12.0.0.1
1347 My election bind port: 10.0.0.2/11.0.0.2:12.0.0.2
1348 My election bind port: 10.0.0.2/11.0.0.2:12.0.0.2
1349 My election bind port: 10.0.0.3/11.0.0.3:12.0.0.3
1350 My election bind port: 10.0.0.3/11.0.0.3:12.0.0.3
1351 My election bind port: 10.0.0.4/11.0.0.4:12.0.0.4
1352 My election bind port: 10.0.0.4/11.0.0.4:12.0.0.4
1353 My election bind port: 10.0.0.5/11.0.0.5:12.0.0.5
1354 My election bind port: 10.0.0.5/11.0.0.5:12.0.0.5
1355 My election bind port: 10.0.0.6/11.0.0.6:12.0.0.6
1356 My election bind port: 10.0.0.6/11.0.0.6:12.0.0.6
1357 My election bind port: 10.0.0.7/11.0.0.7:12.0.0.7
1358 My election bind port: 10.0.0.7/11.0.0.7:12.0.0.7
1359 My election bind port: 10.0.0.8/11.0.0.8:12.0.0.8
1360 My election bind port: 10.0.0.8/11.0.0.8:12.0.0.8
1361 My election bind port: 10.0.0.9/11.0.0.9:12.0.0.9
1362 My election bind port: 10.0.0.9/11.0.0.9:12.0.0.9
1363 My election bind port: 10.0.0.10/11.0.0.10:12.0.0.10
1364 My election bind port: 10.0.0.10/11.0.0.10:12.0.0.10
1365 My election bind port: 10.0.0.11/11.0.0.11:12.0.0.11
1366 My election bind port: 10.0.0.11/11.0.0.11:12.0.0.11
1367 My election bind port: 10.0.0.12/11.0.0.12:12.0.0.12
1368 My election bind port: 10.0.0.12/11.0.0.12:12.0.0.12
1369 My election bind port: 10.0.0.13/11.0.0.13:12.0.0.13
1370 My election bind port: 10.0.0.13/11.0.0.13:12.0.0.13
1371 My election bind port: 10.0.0.14/11.0.0.14:12.0.0.14
1372 My election bind port: 10.0.0.14/11.0.0.14:12.0.0.14
1373 My election bind port: 10.0.0.15/11.0.0.15:12.0.0.15
1374 My election bind port: 10.0.0.15/11.0.0.15:12.0.0.15
1375 My election bind port: 10.0.0.16/11.0.0.16:12.0.0.16
1376 My election bind port: 10.0.0.16/11.0.0.16:12.0.0.16
1377 My election bind port: 10.0.0.17/11.0.0.17:12.0.0.17
1378 My election bind port: 10.0.0.17/11.0.0.17:12.0.0.17
1379 My election bind port: 10.0.0.18/11.0.0.18:12.0.0.18
1380 My election bind port: 10.0.0.18/11.0.0.18:12.0.0.18
1381 My election bind port: 10.0.0.19/11.0.0.19:12.0.0.19
1382 My election bind port: 10.0.0.19/11.0.0.19:12.0.0.19
1383 My election bind port: 10.0.0.20/11.0.0.20:12.0.0.20
1384 My election bind port: 10.0.0.21/11.0.0.21:12.0.0.21
1385 My election bind port: 10.0.0.22/11.0.0.22:12.0.0.22
1386 My election bind port: 10.0.0.23/11.0.0.23:12.0.0.23
1387 My election bind port: 10.0.0.24/11.0.0.24:12.0.0.24
1388 My election bind port: 10.0.0.25/11.0.0.25:12.0.0.25
1389 My election bind port: 10.0.0.26/11.0.0.26:12.0.0.26
1390 My election bind port: 10.0.0.27/11.0.0.27:12.0.0.27
1391 My election bind port: 10.0.0.28/11.0.0.28:12.0.0.28
1392 My election bind port: 10.0.0.29/11.0.0.29:12.0.0.29
1393 My election bind port: 10.0.0.30/11.0.0.30:12.0.0.30
1394 My election bind port: 10.0.0.31/11.0.0.31:12.0.0.31
1395 My election bind port: 10.0.0.32/11.0.0.32:12.0.0.32
1396 My election bind port: 10.0.0.33/11.0.0.33:12.0.0.33
1397 My election bind port: 10.0.0.34/11.0.0.34:12.0.0.34
1398 My election bind port: 10.0.0.35/11.0.0.35:12.0.0.35
1399 My election bind port: 10.0.0.36/11.0.0.36:12.0.0.36
1400 My election bind port: 10.0.0.37/11.0.0.37:12.0.0.37
1401 My election bind port: 10.0.0.38/11.0.0.38:12.0.0.38
1402 My election bind port: 10.0.0.39/11.0.0.39:12.0.0.39
1403 My election bind port: 10.0.0.40/11.0.0.40:12.0.0.40
1404 My election bind port: 10.0.0.41/11.0.0.41:12.0.0.41
1405 My election bind port: 10.0.0.42/11.0.0.42:12.0.0.42
1406 My election bind port: 10.0.0.43/11.0.0.43:12.0.0.43
1407 My election bind port: 10.0.0.44/11.0.0.44:12.0.0.44
1408 New election. My id = 10.0.0.1, proposed zxid=11.0.0.1
1409 New election. My id = 10.0.0.1, proposed zxid=11.0.0.1
1410 New election. My id = 10.0.0.1, proposed zxid=11.0.0.1
1411 New election. My id = 10.0.0.2, proposed zxid=11.0.0.2
1412 New election. My id = 10.0.0.2, proposed zxid=11.0.0.2
1413 New election. My id = 10.0.0.3, proposed zxid=11.0.0.3
1414 New election. My id = 10.0.0.3, proposed zxid=11.0.0.3
1415 New election. My id = 10.0.0.4, proposed zxid=11.0.0.4
1416 New election. My id = 10.0.0.4, proposed zxid=11.0.0.4
1417 New election. My id = 10.0.0.5, proposed zxid=11.0.0.5
1418 New election. My id = 10.0.0.5, proposed zxid=11.0.0.5
1419 New election. My id = 10.0.0.6, proposed zxid=11.0.0.6
1420 New election. My id = 10.0.0.6, proposed zxid=11.0.0.6
1421 New election. My id = 10.0.0.7, proposed zxid=11.0.0.7
1422 New election. My id = 10.0.0.7, proposed zxid=11.0.0.7
1423 New election. My id = 10.0.0.8, proposed zxid=11.0.0.8
1424 New election. My id = 10.0.0.8, proposed zxid=11.0.0.8
1425 New election. My id = 10.0.0.9, proposed zxid=11.0.0.9
1426 New election. My id = 10.0.0.9, proposed zxid=11.0.0.9
1427 New election. My id = 10.0.0.10, proposed zxid=11.0.0.10
1428 New election. My id = 10.0.0.10, proposed zxid=11.0.0.10
1429 New election. My id = 10.0.0.11, proposed zxid=11.0.0.11
1430 New election. My id = 10.0.0.11, proposed zxid=11.0.0.11
1431 New election. My id = 10.0.0.12, proposed zxid=11.0.0.12
1432 New election. My id = 10.0.0.12, proposed zxid=11.0.0.12
1433 New election. My id = 10.0.0.13, proposed zxid=11.0.0.13
1434 New election. My id = 10.0.0.13, proposed zxid=11.0.0.13
1435 New election. My id = 10.0.0.14, proposed zxid=11.0.0.14
1436 New election. My id = 10.0.0.14, proposed zxid=11.0.0.14
1437 New election. My id = 10.0.0.15, proposed zxid=11.0.0.15
1438 New election. My id = 10.0.0.15, proposed zxid=11.0.0.15
1439 New election. My id = 10.0.0.16, proposed zxid=11.0.0.16
1440 New election. My id = 10.0.0.16, proposed zxid=11.0.0.16
1441 New election. My id = 10.0.0.17, proposed zxid=11.0.0.17
1442 New election. My id = 10.0.0.17, proposed zxid=11.0.0.17
1443 New election. My id = 10.0.0.18, proposed zxid=11.0.0.18
1444 New election. My id = 10.0.0.18, proposed zxid=11.0.0.18
1445 New election. My id = 10.0.0.19, proposed zxid=11.0.0.19
1446 New election. My id = 10.0.0.19, proposed zxid=11.0.0.19
1447 New election. My id = 10.0.0.20, proposed zxid=11.0.0.20
1448 New election. My id = 10.0.0.21, proposed zxid=11.0.0.21
1449 New election. My id = 10.0.0.22, proposed zxid=11.0.0.22
1450 New election. My id = 10.0.0.23, proposed zxid=11.0.0.23
1451 New election. My id = 10.0.0.24, proposed zxid=11.0.0.24
1452 New election. My id = 10.0.0.25, proposed zxid=11.0.0.25
